id,activity,localName,description,area,location,openingHours,duration,googleMapsLink,suitableFor,tags,rating,image,tips,notes,priceRange
BDG058,Bamboo Music Workshop,Workshop Musik Bambu,Traditional instrument making,Bandung,Cultural Center,10:00-15:00 Sat-Sun,3 hours,https://maps.google.com/?q=Bamboo+Music+Workshop,"Music Lovers, Craft Enthusiasts",#music #bamboo #traditional #craft #cultural #workshop,4.7/5,images/BDG058.jpg,Take home instrument,Materials included,IDR 250000 - 500000
BDG059,Urban Vertical Garden,Kebun Vertikal,Modern farming workshop,Bandung,Central Bandung,09:00-15:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Urban+Vertical+Garden,"Eco-Enthusiasts, Gardeners",#garden #urban #modern #sustainable #education #workshop,4.5/5,images/BDG059.jpg,Take home plant,Materials provided,IDR 200000 - 400000
BDG060,Night Market Food Lab,Lab Kuliner Malam,Experimental food market,Bandung,Central Bandung,17:00-23:00 Fri-Sat,3-4 hours,https://maps.google.com/?q=Night+Market+Food+Lab,"Foodies, Innovation Seekers",#food #modern #experimental #culinary #night #market,4.6/5,images/BDG060.jpg,Multiple tastings,Chef interactions,IDR 300000 - 600000
BDG061,Grafika Comics Studio,Studio Komik,Comic art workshop,Bandung,Central Bandung,10:00-17:00 Tue-Sun,3 hours,https://maps.google.com/?q=Grafika+Comics+Studio,"Artists, Comic Fans",#comics #art #creative #workshop #illustration #modern,4.6/5,images/BDG061.jpg,Materials provided,Take home artwork,IDR 300000 - 600000
BDG062,Sukawana Tea Walk,Jalan Teh Sukawana,Tea plantation hiking,Bandung,"Lembang, Bandung",07:00-15:00 daily,3-4 hours,https://maps.google.com/?q=Sukawana+Tea+Walk,"Nature Lovers, Hikers",#tea #hiking #nature #plantation #scenic #outdoor,4.7/5,images/BDG062.jpg,Morning mist beautiful,Tea tasting included,IDR 150000 - 350000
BDG063,Digital Art Space,Ruang Seni Digital,Interactive art gallery,Bandung,North Bandung,10:00-20:00 daily,2-3 hours,https://maps.google.com/?q=Digital+Art+Space,"Tech Enthusiasts, Art Lovers",#digital #art #modern #interactive #technology #creative,4.8/5,images/BDG063.jpg,Interactive exhibits,Evening light shows,IDR 100000 - 250000
BDG064,Rainbow Garden Lembang,Taman Pelangi,Illuminated garden experience,Bandung,"Lembang, Bandung",15:00-22:00 daily,2-3 hours,https://maps.google.com/?q=Rainbow+Garden+Lembang,"Families, Photographers",#garden #lights #family #photography #modern #evening,4.5/5,images/BDG064.jpg,Best after sunset,Multiple photo zones,IDR 50000 - 150000
BDG065,Sundanese Martial Arts,Pencak Silat,Traditional combat class,Bandung,Cultural Center,08:00-11:00 Sat-Sun,2 hours,https://maps.google.com/?q=Pencak+Silat+Bandung,"Martial Artists, Culture Seekers",#martial #traditional #cultural #sport #fitness #combat,4.7/5,images/BDG065.jpg,All levels welcome,Training gear provided,IDR 200000 - 400000
BDG066,Eco Printing Workshop,Workshop Eco Print,Natural fabric dyeing,Bandung,South Bandung,09:00-14:00 Mon-Sat,3-4 hours,https://maps.google.com/?q=Eco+Printing+Workshop,"Craft Lovers, Eco-Enthusiasts",#craft #eco #textile #natural #workshop #sustainable,4.6/5,,Take home creation,Materials included,IDR 400000 - 800000
BDG067,Bandung Drone Zone,Zona Drone,Aerial photography area,Bandung,East Bandung,08:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Bandung+Drone+Zone,"Photographers, Tech Enthusiasts",#drone #photography #modern #technology #outdoor #aerial,4.5/5,images/BDG067.jpg,Equipment rental available,Training provided,IDR 300000 - 900000
BDG068,Historical Coffee House,Kedai Kopi Bersejarah,Heritage cafe experience,Bandung,Central Bandung,09:00-21:00 daily,2-3 hours,https://maps.google.com/?q=Historical+Coffee+House,"Coffee Lovers, History Buffs",#coffee #historical #cafe #cultural #heritage #colonial,4.7/5,images/BDG068.jpg,Coffee tasting available,Historical tour included,IDR 100000 - 300000
BDG069,Glass Art Studio,Studio Kaca,Glassblowing workshop,Bandung,North Bandung,10:00-16:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=Glass+Art+Studio,"Art Lovers, Craft Enthusiasts",#glass #art #craft #workshop #creative #modern,4.8/5,images/BDG069.jpg,Create own piece,Safety gear provided,IDR 500000 - 1000000
BDG070,Mountain Bike Trail,Jalur Sepeda Gunung,Off-road cycling adventure,Bandung,"Lembang, Bandung",07:00-16:00 daily,3-4 hours,https://maps.google.com/?q=Mountain+Bike+Trail,"Cyclists, Adventure Seekers",#cycling #mountain #adventure #sport #outdoor #nature,4.6/5,images/BDG070.jpg,Equipment rental available,Guide optional,IDR 250000 - 600000
BDG071,Perfume Workshop,Workshop Parfum,Custom scent creation,Bandung,Central Bandung,10:00-17:00 Mon-Sat,2 hours,https://maps.google.com/?q=Perfume+Workshop+Bandung,"Creative Minds, Fragrance Lovers",#perfume #workshop #creative #craft #modern #luxury,4.7/5,images/BDG071.jpg,Take home fragrance,Materials included,IDR 450000 - 900000
BDG072,Heritage Photo Studio,Studio Foto Lawas,Vintage photography set,Bandung,Central Bandung,10:00-18:00 daily,1-2 hours,https://maps.google.com/?q=Heritage+Photo+Studio,"Photographers, History Lovers",#photography #vintage #historical #creative #portrait,4.5/5,images/BDG072.jpg,Costume rental available,Printed photos included,IDR 200000 - 500000
BDG073,Chocolate Making Lab,Lab Cokelat,Artisanal chocolate workshop,Bandung,North Bandung,10:00-16:00 Tue-Sun,3 hours,https://maps.google.com/?q=Chocolate+Making+Lab,"Foodies, Craft Lovers",#chocolate #workshop #culinary #craft #creative #food,4.8/5,,Take home creations,All materials provided,IDR 400000 - 800000
BDG074,Urban Hydroponics,Hidroponik Kota,Modern farming workshop,Bandung,Central Bandung,09:00-15:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Urban+Hydroponics+Bandung,"Gardeners, Eco-Enthusiasts",#hydroponics #urban #modern #sustainable #education,4.6/5,images/BDG074.jpg,Take home starter kit,Regular workshops,IDR 250000 - 500000
BDG075,Night Heritage Walk,Jalan Malam Bersejarah,Evening historical tour,Bandung,Central Bandung,19:00-21:30 daily,2.5 hours,https://maps.google.com/?q=Night+Heritage+Walk,"History Buffs, Night Explorers",#heritage #night #walking #historical #cultural #tour,4.7/5,images/BDG075.jpg,Stories included,Evening atmosphere,IDR 200000 - 400000
SMG001,Lawang Sewu,Lawang Sewu,Historic Dutch colonial building,Semarang,Central Semarang,08:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Lawang+Sewu,"History Buffs, Photographers",#historical #colonial #architecture #heritage #photography,4.7/5,images/SMG001.jpg,Morning light best,Guide recommended,IDR 10000 - 50000
SMG002,Old Town Heritage Walk,Kota Lama,Colonial district exploration,Semarang,Old Town,08:00-17:00 daily,3-4 hours,https://maps.google.com/?q=Kota+Lama+Semarang,"History Lovers, Photographers",#heritage #colonial #historical #architecture #walking #photography,4.8/5,images/SMG002.jpg,Morning tours best,Multiple historic sites,IDR 150000 - 300000
SMG003,Sam Poo Kong Temple,Klenteng Sam Poo Kong,Chinese temple complex,Semarang,West Semarang,07:00-21:00 daily,2-3 hours,https://maps.google.com/?q=Sam+Poo+Kong,"Culture Seekers, History Lovers",#temple #chinese #cultural #historical #religious #architecture,4.6/5,images/SMG003.jpg,Festival dates special,Photography allowed,IDR 30000 - 75000
SMG004,Lumpia Making Class,Workshop Lumpia,Traditional spring roll workshop,Semarang,Chinatown,09:00-12:00 daily,2-3 hours,https://maps.google.com/?q=Lumpia+Workshop+Semarang,"Foodies, Cooking Enthusiasts",#cooking #food #traditional #culinary #workshop #cultural,4.7/5,images/SMG004.jpg,Take home recipes,Materials included,IDR 250000 - 500000
SMG005,Semawis Night Market,Pasar Semawis,Evening cultural market,Semarang,Chinatown,17:00-23:00 Fri-Sun,2-3 hours,https://maps.google.com/?q=Pasar+Semawis,"Food Lovers, Night Explorers",#market #food #night #cultural #local #shopping,4.6/5,images/SMG005.jpg,Weekend only,Local delicacies,IDR 50000 - 200000
SMG006,Brown Canyon,Kanyon Coklat,Former quarry turned attraction,Semarang,East Semarang,07:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Brown+Canyon+Semarang,"Nature Lovers, Photographers",#nature #canyon #photography #outdoor #adventure #scenic,4.5/5,images/SMG006.jpg,Morning light best,Proper shoes needed,IDR 10000 - 50000
SMG007,Semarang Contemporary Art,Galeri Seni Kontemporer,Modern art gallery,Semarang,Central Semarang,10:00-18:00 Tue-Sun,2 hours,https://maps.google.com/?q=Semarang+Contemporary+Art,"Art Lovers, Culture Seekers",#art #modern #gallery #contemporary #cultural #creative,4.5/5,images/SMG007.jpg,Regular exhibitions,Artist talks available,IDR 25000 - 75000
SMG008,Blenduk Church,Gereja Blenduk,Historic Protestant church,Semarang,Old Town,08:00-16:00 daily,1-2 hours,https://maps.google.com/?q=Gereja+Blenduk,"History Buffs, Architecture Lovers",#church #colonial #historical #architecture #religious #heritage,4.7/5,images/SMG008.jpg,Service times vary,Photography allowed,Free
SMG009,Kampung Pelangi,Rainbow Village,Colorful village art project,Semarang,South Semarang,08:00-17:00 daily,1-2 hours,https://maps.google.com/?q=Kampung+Pelangi,"Photographers, Art Lovers",#village #colorful #art #photography #community #culture,4.4/5,images/SMG009.jpg,Morning photos best,Local guide available,IDR 5000 - 20000
SMG010,Maritime Museum,Museum Maritim,Nautical history collection,Semarang,Old Town,09:00-16:00 Tue-Sun,2 hours,https://maps.google.com/?q=Maritime+Museum+Semarang,"History Enthusiasts, Families",#museum #maritime #historical #education #cultural #heritage,4.5/5,,Guide available,Interactive exhibits,IDR 10000 - 30000
SMG011,Ambarawa Railway Museum,Museum Kereta Api,Historic train collection,Semarang,"Ambarawa, Semarang",08:00-16:00 daily,2-3 hours,https://maps.google.com/?q=Ambarawa+Railway+Museum,"Train Enthusiasts, History Buffs",#railway #museum #historical #trains #heritage #transportation,4.6/5,images/SMG011.jpg,Steam train rides available,Photo opportunities,IDR 20000 - 100000
SMG012,Chinese Heritage Walk,Tur Pecinan,Chinatown cultural tour,Semarang,Chinatown,09:00-15:00 daily,3 hours,https://maps.google.com/?q=Semarang+Chinatown,"Culture Lovers, Food Enthusiasts",#chinese #cultural #heritage #food #walking #historical,4.7/5,images/SMG012.jpg,Food tastings included,Temple visits,IDR 200000 - 400000
SMG013,Waduk Jatibarang,Jatibarang Dam,Scenic reservoir area,Semarang,West Semarang,06:00-18:00 daily,2-3 hours,https://maps.google.com/?q=Waduk+Jatibarang,"Nature Lovers, Photographers",#nature #dam #scenic #outdoor #photography #recreation,4.5/5,images/SMG013.jpg,Sunset views popular,Fishing allowed,IDR 15000 - 50000
SMG014,Traditional Market Tour,Tur Pasar Tradisional,Local market exploration,Semarang,Central Semarang,06:00-11:00 daily,2-3 hours,https://maps.google.com/?q=Traditional+Market+Semarang,"Culture Seekers, Foodies",#market #traditional #local #food #cultural #authentic,4.6/5,images/SMG014.jpg,Early morning best,Food tasting included,IDR 150000 - 300000
SMG015,Bandeng Smoking Class,Workshop Bandeng Asap,Traditional fish smoking,Semarang,North Semarang,09:00-12:00 daily,2-3 hours,https://maps.google.com/?q=Bandeng+Workshop+Semarang,"Cooking Enthusiasts, Culture Lovers",#cooking #fish #traditional #culinary #workshop #local,4.8/5,images/SMG015.jpg,Take home product,Methods demonstrated,IDR 300000 - 600000
SMG016,Great Mosque Central Java,Masjid Agung,Modern Islamic architecture,Semarang,Central Semarang,04:00-21:00 daily,2-3 hours,https://maps.google.com/?q=Masjid+Agung+Jawa+Tengah,"Religious Tourists, Architecture Lovers",#mosque #modern #architecture #religious #cultural #spiritual,4.8/5,images/SMG016.jpg,Non-prayer times best,Dress modestly,Free
SMG017,Tugu Muda Monument,Tugu Muda,Historical war memorial,Semarang,Central Semarang,24 hours,1-2 hours,https://maps.google.com/?q=Tugu+Muda,"History Buffs, Photographers",#monument #historical #heritage #photography #memorial,4.5/5,images/SMG017.jpg,Evening lighting special,Photo opportunities,Free
SMG018,Kopi Semawis Workshop,Workshop Kopi,Traditional coffee making,Semarang,Chinatown,10:00-16:00 daily,2-3 hours,https://maps.google.com/?q=Kopi+Semawis+Workshop,"Coffee Enthusiasts, Culture Lovers",#coffee #traditional #workshop #cultural #beverage #local,4.7/5,images/SMG018.jpg,Tasting included,Take home coffee,IDR 250000 - 500000
SMG019,Waterfront Culinary Night,Kuliner Pantai Malam,Seafood dining experience,Semarang,North Semarang,17:00-23:00 daily,2-3 hours,https://maps.google.com/?q=Semarang+Waterfront,"Foodies, Night Explorers",#food #seafood #culinary #night #dining #local,4.6/5,images/SMG019.jpg,Evening atmosphere best,Fresh seafood selection,IDR 100000 - 500000
SMG020,Pottery Village Tour,Desa Gerabah,Traditional ceramics crafting,Semarang,East Semarang,08:00-16:00 daily,2-3 hours,https://maps.google.com/?q=Pottery+Village+Semarang,"Craft Lovers, Culture Seekers",#pottery #craft #traditional #cultural #village #art,4.5/5,images/SMG020.jpg,Workshop participation possible,Take home creations,IDR 150000 - 400000
SMG021,Semarang Night Heritage,Wisata Malam Bersejarah,Evening historical tour,Semarang,Old Town,19:00-21:30 daily,2.5 hours,https://maps.google.com/?q=Semarang+Night+Heritage,"History Buffs, Photographers",#heritage #night #historical #walking #photography #cultural,4.7/5,images/SMG021.jpg,Ghost stories included,Historical insights,IDR 200000 - 400000
SMG022,Batik Semarang Workshop,Workshop Batik,Local batik making class,Semarang,Central Semarang,09:00-15:00 Mon-Sat,3-4 hours,https://maps.google.com/?q=Batik+Workshop+Semarang,"Art Enthusiasts, Culture Lovers",#batik #art #traditional #workshop #cultural #craft,4.6/5,images/SMG022.jpg,Take home creation,Materials included,IDR 350000 - 700000
SMG023,Lawang Sewu Photography,Foto Lawang Sewu,Heritage building photo tour,Semarang,Central Semarang,08:00-11:00 daily,3 hours,https://maps.google.com/?q=Lawang+Sewu+Photography,"Photographers, History Lovers",#photography #heritage #historical #architecture #colonial,4.8/5,images/SMG023.jpg,Morning light best,Professional guide,IDR 250000 - 500000
SMG024,Simpang Lima Food Walk,Jajan Simpang Lima,Street food exploration,Semarang,Central Semarang,16:00-22:00 daily,3 hours,https://maps.google.com/?q=Simpang+Lima+Food,"Foodies, Culture Enthusiasts",#food #street #culinary #local #walking #traditional,4.7/5,,Evening atmosphere best,Multiple tastings,IDR 200000 - 400000
SMG025,Old Town Photography,Foto Kota Lama,Colonial architecture photos,Semarang,Old Town,06:00-09:00 daily,3 hours,https://maps.google.com/?q=Old+Town+Photography,"Photographers, History Buffs",#photography #colonial #architecture #heritage #historical,4.6/5,images/SMG025.jpg,Early morning best,Photography tips provided,IDR 300000 - 600000
SMG026,Traditional Herbal Tour,Tur Jamu,Local medicine exploration,Semarang,Various locations,08:00-13:00 daily,3-4 hours,https://maps.google.com/?q=Herbal+Tour+Semarang,"Wellness Seekers, Culture Enthusiasts",#herbal #traditional #wellness #cultural #education #local,4.5/5,images/SMG026.jpg,Market visit included,Tasting session,IDR 250000 - 450000
SMG027,Semarang River Cruise,Wisata Sungai,Historical waterway tour,Semarang,Old Town,09:00-16:00 daily,2 hours,https://maps.google.com/?q=Semarang+River+Cruise,"Sightseers, History Lovers",#river #cruise #historical #sightseeing #boat #heritage,4.4/5,images/SMG027.jpg,Weather dependent,Historical commentary,IDR 100000 - 250000
SMG028,Cultural Dance Class,Tari Tradisional,Traditional dance lesson,Semarang,Cultural Center,09:00-12:00 Sat-Sun,2 hours,https://maps.google.com/?q=Cultural+Dance+Semarang,"Dance Enthusiasts, Culture Lovers",#dance #traditional #cultural #art #performance #class,4.6/5,images/SMG028.jpg,All levels welcome,Costume provided,IDR 150000 - 300000
SMG029,Local Textile Market,Pasar Tekstil,Fabric shopping experience,Semarang,Central Semarang,08:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Textile+Market+Semarang,"Shopping Enthusiasts, Craft Lovers",#textile #market #shopping #traditional #fabric #local,4.5/5,images/SMG029.jpg,Morning shopping best,Bargaining expected,IDR 0 - unlimited
SMG030,Semarang Creative Hub,Hub Kreatif,Modern art workspace,Semarang,Central Semarang,09:00-21:00 daily,2-3 hours,https://maps.google.com/?q=Semarang+Creative+Hub,"Artists, Digital Nomads",#creative #modern #art #coworking #community #design,4.7/5,images/SMG030.jpg,Regular workshops,Cafe available,IDR 50000 - 200000
SMG031,Getuk Workshop,Workshop Getuk,Traditional cassava snack making,Semarang,South Semarang,09:00-13:00 daily,2-3 hours,https://maps.google.com/?q=Getuk+Workshop+Semarang,"Cooking Enthusiasts, Culture Lovers",#cooking #traditional #snack #culinary #workshop #local,4.6/5,images/SMG031.jpg,Take home samples,All materials provided,IDR 200000 - 400000
SMG032,Eco Mangrove Tour,Wisata Mangrove,Coastal conservation area,Semarang,North Semarang,08:00-16:00 daily,2-3 hours,https://maps.google.com/?q=Mangrove+Semarang,"Nature Lovers, Eco-Tourists",#mangrove #nature #eco #conservation #education #coastal,4.5/5,images/SMG032.jpg,Morning bird watching,Boardwalk available,IDR 50000 - 150000
SMG033,Semarang Glass Studio,Studio Kaca,Glass art workshop,Semarang,Central Semarang,10:00-16:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=Glass+Studio+Semarang,"Art Lovers, Craft Enthusiasts",#glass #art #craft #workshop #creative #modern,4.7/5,images/SMG033.jpg,Create own piece,Safety gear provided,IDR 400000 - 800000
SMG034,Indonesian War Museum,Museum Perang,Military history collection,Semarang,Central Semarang,08:00-16:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=War+Museum+Semarang,"History Buffs, Military Enthusiasts",#museum #military #history #education #heritage #war,4.5/5,images/SMG034.jpg,Guide recommended,Photo allowed,IDR 15000 - 50000
SMG035,Rooftop Cinema Club,Bioskop Rooftop,Open-air movie experience,Semarang,Central Semarang,18:00-23:00 Thu-Sun,3-4 hours,https://maps.google.com/?q=Rooftop+Cinema+Semarang,"Movie Lovers, Social Groups",#cinema #rooftop #entertainment #modern #outdoor #night,4.6/5,images/SMG035.jpg,Weather dependent,Food service available,IDR 100000 - 250000
SMG036,Semarang Herbs Garden,Kebun Herbal,Medicinal plant tour,Semarang,South Semarang,08:00-16:00 daily,2-3 hours,https://maps.google.com/?q=Herbs+Garden+Semarang,"Nature Lovers, Wellness Seekers",#herbs #garden #wellness #nature #education #traditional,4.4/5,images/SMG036.jpg,Morning tour best,Tea tasting included,IDR 75000 - 200000
SMG037,Urban Sketching Tour,Tur Sketsa Kota,City art exploration,Semarang,Old Town,09:00-12:00 Sat-Sun,3 hours,https://maps.google.com/?q=Urban+Sketching+Semarang,"Artists, Creative Travelers",#art #sketching #urban #creative #cultural #workshop,4.7/5,images/SMG037.jpg,Materials provided,All skill levels,IDR 250000 - 450000
SMG038,Traditional Puppet Show,Pertunjukan Wayang,Shadow puppet performance,Semarang,Cultural Center,19:30-23:00 Sat,3.5 hours,https://maps.google.com/?q=Puppet+Show+Semarang,"Culture Lovers, Art Enthusiasts",#puppet #traditional #performance #cultural #art #night,4.8/5,images/SMG038.jpg,Weekend only,English translation,IDR 100000 - 300000
SMG039,Local Coffee Roastery,Sangrai Kopi,Coffee roasting experience,Semarang,Central Semarang,09:00-16:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Coffee+Roastery+Semarang,"Coffee Enthusiasts, Learners",#coffee #roasting #education #culinary #workshop #local,4.7/5,images/SMG039.jpg,Tasting included,Take home coffee,IDR 300000 - 600000
SMG040,Antique Market Walk,Pasar Antik,Vintage items exploration,Semarang,Old Town,08:00-14:00 Sun,2-3 hours,https://maps.google.com/?q=Antique+Market+Semarang,"Collectors, History Lovers",#antique #market #vintage #shopping #historical #collection,4.5/5,images/SMG040.jpg,Sunday only,Bargaining expected,IDR 0 - unlimited
SMG041,Drone Photography Tour,Tur Foto Drone,Aerial city photography,Semarang,Various locations,07:00-10:00 daily,3 hours,https://maps.google.com/?q=Drone+Photography+Semarang,"Photographers, Tech Enthusiasts",#drone #photography #modern #technology #aerial #creative,4.6/5,images/SMG041.jpg,Equipment provided,Basic training included,IDR 500000 - 1000000
SMG042,Traditional Game Workshop,Workshop Permainan,Local games learning,Semarang,Cultural Center,10:00-15:00 Sat-Sun,2-3 hours,https://maps.google.com/?q=Traditional+Games+Semarang,"Families, Culture Lovers",#games #traditional #cultural #family #education #fun,4.5/5,images/SMG042.jpg,Family friendly,Take home game set,IDR 150000 - 300000
SMG043,Night Street Art Tour,Tur Seni Jalanan,Urban art exploration,Semarang,Various locations,19:00-21:30 daily,2.5 hours,https://maps.google.com/?q=Street+Art+Tour+Semarang,"Art Lovers, Night Explorers",#art #street #urban #night #creative #modern,4.6/5,images/SMG043.jpg,Evening atmosphere,Local artist meetings,IDR 200000 - 400000
SMG044,Semarang Bike Tour,Tur Sepeda,City cycling experience,Semarang,Various locations,07:00-10:00 daily,3 hours,https://maps.google.com/?q=Bike+Tour+Semarang,"Active Travelers, Sightseers",#cycling #urban #sightseeing #active #morning #tour,4.7/5,,Morning ride cooler,Bike provided,IDR 250000 - 500000
SMG045,Chinese Calligraphy Class,Kaligrafi Tionghoa,Traditional writing art,Semarang,Chinatown,10:00-12:00 Sat-Sun,2 hours,https://maps.google.com/?q=Chinese+Calligraphy+Semarang,"Art Lovers, Culture Enthusiasts",#calligraphy #chinese #art #traditional #cultural #workshop,4.6/5,images/SMG045.jpg,Materials provided,Take home artwork,IDR 200000 - 400000
SMG046,Semarang Chocolate Factory,Pabrik Cokelat,Bean to bar experience,Semarang,Central Semarang,09:00-16:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Chocolate+Factory+Semarang,"Foodies, Family Groups",#chocolate #factory #food #education #modern #workshop,4.7/5,images/SMG046.jpg,Tasting included,Take home samples,IDR 200000 - 400000
SMG047,Kota Lama Photo Hunt,Berburu Foto,Heritage photography game,Semarang,Old Town,08:00-11:00 Sat-Sun,3 hours,https://maps.google.com/?q=Old+Town+Photo+Hunt,"Photographers, Adventure Seekers",#photography #heritage #game #adventure #creative #historical,4.6/5,images/SMG047.jpg,Camera required,Prizes available,IDR 250000 - 450000
SMG048,Semarang Pottery Class,Kelas Keramik,Ceramic art workshop,Semarang,East Semarang,10:00-16:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=Pottery+Class+Semarang,"Art Lovers, Craft Enthusiasts",#pottery #art #craft #workshop #creative #handmade,4.5/5,images/SMG048.jpg,Take home creation,Materials included,IDR 300000 - 600000
SMG049,Harbor Heritage Tour,Tur Pelabuhan,Maritime history walk,Semarang,North Semarang,09:00-12:00 daily,3 hours,https://maps.google.com/?q=Harbor+Heritage+Tour,"History Buffs, Maritime Enthusiasts",#harbor #maritime #historical #heritage #walking #tour,4.5/5,images/SMG049.jpg,Morning tour best,Port activity viewing,IDR 150000 - 300000
SMG050,Culinary Time Machine,Wisata Kuliner Tempo,Vintage restaurant tour,Semarang,Various locations,11:00-15:00 daily,3-4 hours,https://maps.google.com/?q=Vintage+Restaurant+Tour,"Foodies, History Lovers",#food #historical #culinary #heritage #traditional #tour,4.8/5,images/SMG050.jpg,Multiple tastings,Historical stories,IDR 350000 - 700000
SMG051,Textile Art Workshop,Workshop Tekstil,Traditional fabric art,Semarang,Central Semarang,09:00-15:00 Mon-Sat,3 hours,https://maps.google.com/?q=Textile+Art+Workshop,"Art Enthusiasts, Craft Lovers",#textile #art #traditional #craft #workshop #creative,4.6/5,images/SMG051.jpg,Take home creation,Materials provided,IDR 400000 - 800000
SMG052,Urban Farm Visit,Kebun Kota,City farming project,Semarang,South Semarang,08:00-15:00 daily,2-3 hours,https://maps.google.com/?q=Urban+Farm+Semarang,"Eco-Enthusiasts, Education Seekers",#farming #urban #eco #education #sustainable #modern,4.4/5,images/SMG052.jpg,Harvesting experience,Produce available,IDR 75000 - 200000
SMG053,Gamelan Workshop,Workshop Gamelan,Traditional music class,Semarang,Cultural Center,10:00-12:00 Sat-Sun,2 hours,https://maps.google.com/?q=Gamelan+Workshop+Semarang,"Music Lovers, Culture Enthusiasts",#music #gamelan #traditional #cultural #performance #art,4.7/5,images/SMG053.jpg,All levels welcome,Instruments provided,IDR 200000 - 400000
SMG054,Sunset Harbor Cruise,Cruise Pelabuhan,Evening boat tour,Semarang,North Semarang,16:00-18:30 daily,2.5 hours,https://maps.google.com/?q=Harbor+Sunset+Cruise,"Couples, Photographers",#cruise #sunset #harbor #boat #romantic #photography,4.6/5,images/SMG054.jpg,Weather dependent,Snacks included,IDR 300000 - 600000
SMG055,Traditional Medicine Making,Membuat Jamu,Herbal medicine workshop,Semarang,South Semarang,09:00-12:00 daily,3 hours,https://maps.google.com/?q=Traditional+Medicine+Workshop,"Wellness Enthusiasts, Culture Lovers",#herbal #traditional #wellness #workshop #cultural #health,4.5/5,images/SMG055.jpg,Take home products,Recipes provided,IDR 250000 - 500000
SMG056,Art Deco Photography,Foto Art Deco,Architectural photo tour,Semarang,Old Town,07:00-10:00 daily,3 hours,https://maps.google.com/?q=Art+Deco+Photo+Tour,"Photographers, Architecture Lovers",#architecture #photography #artdeco #historical #colonial,4.7/5,images/SMG056.jpg,Morning light best,Professional guide,IDR 300000 - 600000
SMG057,Local Soap Making,Workshop Sabun,Natural soap crafting,Semarang,Central Semarang,10:00-13:00 Tue-Sun,3 hours,https://maps.google.com/?q=Soap+Making+Workshop,"Craft Lovers, Eco-Enthusiasts",#soap #craft #natural #workshop #eco #handmade,4.6/5,images/SMG057.jpg,Take home products,Materials included,IDR 350000 - 700000
SMG058,Heritage Building Sketching,Sketsa Bangunan,Architectural art class,Semarang,Old Town,09:00-12:00 Sat-Sun,3 hours,https://maps.google.com/?q=Heritage+Sketching+Class,"Artists, Architecture Lovers",#sketching #art #architecture #heritage #creative #workshop,4.5/5,images/SMG058.jpg,Materials provided,All skill levels,IDR 250000 - 450000
SMG059,Night Food Photography,Foto Kuliner Malam,Evening food photo tour,Semarang,Various locations,18:00-21:00 daily,3 hours,https://maps.google.com/?q=Food+Photography+Tour,"Photographers, Food Lovers",#photography #food #night #culinary #creative #workshop,4.7/5,images/SMG059.jpg,Camera tips provided,Food tasting included,IDR 400000 - 800000
SMG060,Historical Coffee Houses,Kedai Kopi Bersejarah,Vintage cafe tour,Semarang,Various locations,09:00-12:00 daily,3 hours,https://maps.google.com/?q=Historical+Coffee+Tour,"Coffee Lovers, History Buffs",#coffee #historical #cafe #heritage #cultural #tour,4.8/5,images/SMG060.jpg,Multiple tastings,Historical stories,IDR 300000 - 600000
SMG061,Central Java Art Studio,Studio Seni Jawa Tengah,Interactive art space showcasing contemporary Central Javanese artists with rotating exhibitions and hands-on workshops,Semarang,Central Semarang,10:00-18:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=Central+Java+Art+Studio,"Art Lovers, Creative Minds",#art #contemporary #cultural #creative #workshop #gallery,4.7/5,images/SMG061.jpg,Artist talks available,Materials provided,IDR 100000 - 300000
SMG062,Dawn Harbor Walk,Jalan Pelabuhan Pagi,"Early morning exploration of Semarang's historic port district, witnessing traditional fishing boats and modern cargo operations side by side",Semarang,North Semarang,05:00-08:00 daily,3 hours,https://maps.google.com/?q=Semarang+Harbor+Walk,"Photographers, Early Risers",#harbor #maritime #sunrise #photography #historical #walking,4.6/5,images/SMG062.jpg,Includes local breakfast,Professional guide,IDR 200000 - 400000
SMG063,Javanese Leather Puppets,Workshop Wayang Kulit,"Masterclass in traditional shadow puppet making, learning intricate cutting and painting techniques from master craftsmen",Semarang,Cultural Center,09:00-15:00 Mon-Sat,4 hours,https://maps.google.com/?q=Leather+Puppet+Workshop,"Craft Enthusiasts, Culture Lovers",#puppet #traditional #craft #cultural #art #workshop,4.8/5,images/SMG063.jpg,Take home creation,Tools provided,IDR 500000 - 1000000
